217.83,222.84,225.85,233.06,233.68,235.11,236.05,232.05,233.36,233.79
222.84,225.85,233.06,233.68,235.11,236.05,232.05,233.36,233.79,222.68
225.85,233.06,233.68,235.11,236.05,232.05,233.36,233.79,222.68,218.44
233.06,233.68,235.11,236.05,232.05,233.36,233.79,222.68,218.44,199.93
233.68,235.11,236.05,232.05,233.36,233.79,222.68,218.44,199.93,213.96
235.11,236.05,232.05,233.36,233.79,222.68,218.44,199.93,213.96,221.74
236.05,232.05,233.36,233.79,222.68,218.44,199.93,213.96,221.74,216.72
232.05,233.36,233.79,222.68,218.44,199.93,213.96,221.74,216.72,217.35
233.36,233.79,222.68,218.44,199.93,213.96,221.74,216.72,217.35,216.96
233.79,222.68,218.44,199.93,213.96,221.74,216.72,217.35,216.96,213.62
222.68,218.44,199.93,213.96,221.74,216.72,217.35,216.96,213.62,216.55
218.44,199.93,213.96,221.74,216.72,217.35,216.96,213.62,216.55,201.09
199.93,213.96,221.74,216.72,217.35,216.96,213.62,216.55,201.09,198.22
213.96,221.74,216.72,217.35,216.96,213.62,216.55,201.09,198.22,190.97
221.74,216.72,217.35,216.96,213.62,216.55,201.09,198.22,190.97,192.74
216.72,217.35,216.96,213.62,216.55,201.09,198.22,190.97,192.74,184.14
217.35,216.96,213.62,216.55,201.09,198.22,190.97,192.74,184.14,184.72
216.96,213.62,216.55,201.09,198.22,190.97,192.74,184.14,184.72,179.56
213.62,216.55,201.09,198.22,190.97,192.74,184.14,184.72,179.56,181.49
216.55,201.09,198.22,190.97,192.74,184.14,184.72,179.56,181.49,173.02
201.09,198.22,190.97,192.74,184.14,184.72,179.56,181.49,173.02,171.83
198.22,190.97,192.74,184.14,184.72,179.56,181.49,173.02,171.83,171.36
190.97,192.74,184.14,184.72,179.56,181.49,173.02,171.83,171.36,183.41
192.74,184.14,184.72,179.56,181.49,173.02,171.83,171.36,183.41,184.56
184.14,184.72,179.56,181.49,173.02,171.83,171.36,183.41,184.56,183.48
184.72,179.56,181.49,173.02,171.83,171.36,183.41,184.56,183.48,182.93
179.56,181.49,173.02,171.83,171.36,183.41,184.56,183.48,182.93,189.22
181.49,173.02,171.83,171.36,183.41,184.56,183.48,182.93,189.22,188.89
173.02,171.83,171.36,183.41,184.56,183.48,182.93,189.22,188.89,195.38
171.83,171.36,183.41,184.56,183.48,182.93,189.22,188.89,195.38,181.49
171.36,183.41,184.56,183.48,182.93,189.22,188.89,195.38,181.49,182.58
183.41,184.56,183.48,182.93,189.22,188.89,195.38,181.49,182.58,188.41
184.56,183.48,182.93,189.22,188.89,195.38,181.49,182.58,188.41,189.28
183.48,182.93,189.22,188.89,195.38,181.49,182.58,188.41,189.28,184.23
182.93,189.22,188.89,195.38,181.49,182.58,188.41,189.28,184.23,182.41
189.22,188.89,195.38,181.49,182.58,188.41,189.28,184.23,182.41,177.12
188.89,195.38,181.49,182.58,188.41,189.28,184.23,182.41,177.12,171.67
195.38,181.49,182.58,188.41,189.28,184.23,182.41,177.12,171.67,168.92
181.49,182.58,188.41,189.28,184.23,182.41,177.12,171.67,168.92,168.7
182.58,188.41,189.28,184.23,182.41,177.12,171.67,168.92,168.7,175.76
188.41,189.28,184.23,182.41,177.12,171.67,168.92,168.7,175.76,172.42
189.28,184.23,182.41,177.12,171.67,168.92,168.7,175.76,172.42,169.55
184.23,182.41,177.12,171.67,168.92,168.7,175.76,172.42,169.55,170.06
182.41,177.12,171.67,168.92,168.7,175.76,172.42,169.55,170.06,174.27
177.12,171.67,168.92,168.7,175.76,172.42,169.55,170.06,174.27,170.13
171.67,168.92,168.7,175.76,172.42,169.55,170.06,174.27,170.13,170.28
168.92,168.7,175.76,172.42,169.55,170.06,174.27,170.13,170.28,171.12
168.7,175.76,172.42,169.55,170.06,174.27,170.13,170.28,171.12,183.08
175.76,172.42,169.55,170.06,174.27,170.13,170.28,171.12,183.08,185.03
172.42,169.55,170.06,174.27,170.13,170.28,171.12,183.08,185.03,188.79
169.55,170.06,174.27,170.13,170.28,171.12,183.08,185.03,188.79,197.69
170.06,174.27,170.13,170.28,171.12,183.08,185.03,188.79,197.69,194.41
174.27,170.13,170.28,171.12,183.08,185.03,188.79,197.69,194.41,195.19
